image_name,brisque_transformed_mos,niqe_transformed_mos,MOS
8214901795.jpg,4.9061,3.8114,3.4231
8215066958.jpg,4.1583,3.2764,3.3107
8215413789.jpg,3.7582,4.0743,3.3271
8216118608.jpg,4.3737,4.109,3.5094
8216243918.jpg,4.6855,4.4906,3.0368
8216954885.jpg,3.3651,4.3721,3.7838
8217034676.jpg,3.4342,3.6526,1.534
8218123958.jpg,3.9962,4.2327,2.037
82183009.jpg,3.9785,4.2881,2.3429
8218739759.jpg,4.3091,4.2548,3.4966
8218987987.jpg,2.6549,3.6576,4.0481
8219032452.jpg,4.472,4.1034,2.4528
8219528225.jpg,3.8866,4.0202,2.98
8220742117.jpg,3.6084,4.3407,1.7822
8221139072.jpg,4.7781,4.6526,3.633
8222142608.jpg,3.8985,3.8997,2.0762
8222741744.jpg,4.0699,4.2564,3.018
8223457724.jpg,4.0405,4.1889,2.3303
8225184235.jpg,3.8995,4.1861,2.5096
8225506418.jpg,4.2964,4.2255,3.7714
8226831484.jpg,3.6337,4.2624,3.1062
8228733135.jpg,4.3883,4.1376,3.1827
8228800442.jpg,4.7108,4.6673,3.6132
8229120528.jpg,3.7603,3.6404,2.8125
8229993789.jpg,4.4086,3.6787,3.3113
8230351643.jpg,3.6494,3.8442,2.1048
8230377264.jpg,2.9811,4.0748,2.4385
8230394579.jpg,4.14,4.0768,3.4312
8230396549.jpg,4.577,3.6881,2.9406
8230450365.jpg,3.8984,4.4621,3.1443
8230728519.jpg,4.6948,4.4063,3.5238
8231125615.jpg,3.4615,4.3815,3.3396
8231492407.jpg,3.8482,4.2199,3.4057
8232299487.jpg,4.3971,3.3709,2.89
8232391054.jpg,4.6005,5.0,3.2095
8232440995.jpg,4.7614,4.3908,3.53
8232481457.jpg,4.6958,4.5285,2.6604
8233745351.jpg,4.3121,4.2544,3.553
8234020680.jpg,4.1546,4.2208,2.3796
8236758432.jpg,3.6751,4.1703,3.6195
823805862.jpg,3.326,4.137,2.2056
8238462203.jpg,3.8362,4.1864,3.9907
8239827069.jpg,4.4438,4.6145,3.1028
8240021404.jpg,3.7625,4.4596,3.1727
8240214052.jpg,4.2842,3.9285,2.39
8240220210.jpg,3.7077,4.2353,2.6637
8241257694.jpg,4.1185,4.3926,3.4902
82421401.jpg,3.2736,4.2805,1.7885
8242266673.jpg,2.8835,4.3925,3.6566
8242599767.jpg,4.0022,4.0998,3.5644
8242811234.jpg,3.7258,4.2615,3.38
8242906564.jpg,3.758,4.0165,1.8286
8244017611.jpg,4.8362,4.2888,3.2596
8244040268.jpg,4.2422,4.2037,3.6735
8245350767.jpg,3.8193,4.5123,3.73
8246007228.jpg,4.6278,4.4623,2.95
8246184591.jpg,3.3747,4.0206,2.8456
8246479044.jpg,4.3129,4.0327,3.3551
8246841627.jpg,4.4632,4.7168,4.03
8247215463.jpg,4.2157,4.3835,3.6238
8247844062.jpg,4.7421,4.5465,3.3883
8248519358.jpg,4.8899,4.3461,3.75
8248564902.jpg,3.8236,3.9644,3.6355
8249630967.jpg,4.2494,4.4393,3.1776
8250498441.jpg,4.2665,4.4121,3.2049
8251327289.jpg,4.0247,4.3423,2.8636
8252742940.jpg,2.601,4.7013,4.0926
8253280616.jpg,4.0721,4.5012,3.1919
8253601805.jpg,4.6534,4.145,3.4423
8256049516.jpg,4.2362,4.5043,3.3431
8256076417.jpg,4.7475,3.5553,3.125
8256731117.jpg,3.5429,3.2741,2.8505
8256977391.jpg,4.4009,4.5442,3.537
8257636356.jpg,4.7193,3.8839,3.5918
8257779790.jpg,4.6021,4.3567,1.8692
8258234240.jpg,4.7407,3.8341,3.6607
8259404043.jpg,4.3355,3.7082,3.7129
8259557757.jpg,4.2685,4.271,3.3085
8260840073.jpg,3.5212,3.8483,2.8598
8261560586.jpg,4.6193,3.9581,3.4851
8262387641.jpg,4.6199,4.2517,3.5093
8262794558.jpg,4.1796,4.7661,2.767
8262966434.jpg,4.2318,4.13,3.2617
8263016549.jpg,4.8595,4.231,2.9806
8263420706.jpg,3.4961,4.3065,2.7925
826373.jpg,2.3649,4.2166,3.8972
8266041849.jpg,4.7937,4.3798,3.5922
8266134524.jpg,4.208,3.9773,2.7308
8266648992.jpg,4.2221,4.506,3.7019
8267105534.jpg,3.5319,4.4764,3.8909
8267153015.jpg,4.4584,4.3218,3.6667
8267201129.jpg,4.943,4.1871,3.6875
8267353806.jpg,3.9705,3.9725,3.5
8267786798.jpg,3.6755,3.7144,2.8349
8268523027.jpg,3.8411,3.9391,2.6698
8268756631.jpg,4.4934,3.3452,3.6667
8268859988.jpg,4.5032,3.8935,2.5577
8269777387.jpg,4.7169,4.164,2.9895
8269784088.jpg,4.3173,3.75,2.7699
8270648540.jpg,4.2734,4.4668,3.3137
8270671503.jpg,3.3771,4.3817,3.055
827067298.jpg,4.5294,4.704,3.5607
8270913623.jpg,4.3638,3.9815,3.3365
8272075374.jpg,4.1214,4.5114,3.2762
8272706512.jpg,4.0873,3.5676,3.2727
8273944978.jpg,4.3599,3.9153,2.899
8273957786.jpg,4.0415,3.8344,2.6857
8274584258.jpg,1.538,3.9377,3.8952
8274829582.jpg,4.582,3.9107,4.0177
8275793121.jpg,4.6027,4.6166,3.1748
8278414113.jpg,4.3134,3.6218,3.069
8279922752.jpg,3.6543,4.776,3.7451
8281818195.jpg,3.2806,4.1622,2.3802
8282376526.jpg,3.8827,4.3545,3.2
82824130.jpg,3.5417,4.2414,2.0952
8282451903.jpg,3.9686,4.3417,3.74
8282948203.jpg,4.6043,3.9665,2.9113
8283257984.jpg,2.0233,4.4021,2.4381
8283451606.jpg,4.032,4.221,3.4909
8283511236.jpg,4.4982,4.3515,3.9358
8284022272.jpg,4.891,4.6724,3.5804
8285094496.jpg,4.8285,4.2757,3.2804
8286418266.jpg,4.1164,4.272,3.6916
8287040167.jpg,2.4893,4.2236,2.6923
8287545136.jpg,4.2713,4.0326,2.6635
8288312901.jpg,4.2021,4.3388,3.625
8288373596.jpg,2.1817,4.4194,3.9216
8289927707.jpg,3.908,4.7027,3.4074
8291626660.jpg,3.5193,4.3251,3.4779
8292084929.jpg,3.8612,4.323,3.6604
8292596709.jpg,4.4133,4.1932,2.8857
8292826193.jpg,4.3362,4.1922,3.1262
8293206684.jpg,4.5907,4.2519,3.48
8293797976.jpg,4.2588,4.0901,3.1111
8296218747.jpg,4.5705,4.4674,3.0703
8297827964.jpg,3.8375,4.5783,3.2718
8297923368.jpg,4.16,3.8421,3.5118
8299135149.jpg,4.0829,4.2626,3.4815
8299281180.jpg,3.9413,4.4217,3.7383
8300309247.jpg,3.4484,3.8539,2.5135
8301114122.jpg,4.1346,4.1982,2.9
8301271447.jpg,4.4698,4.338,3.3774
8302396098.jpg,4.7385,3.5988,3.5673
8303486295.jpg,4.4759,4.4849,3.9533
8303662528.jpg,4.7634,3.5921,3.381
8303933730.jpg,3.4818,4.2165,3.2091
8303968382.jpg,4.9184,4.6195,3.3039
8304043296.jpg,4.6908,4.6426,3.8125
8304558173.jpg,4.4805,4.7174,4.027
8304722901.jpg,1.9566,4.2568,3.3529
8305212885.jpg,4.097,3.8528,2.6574
8305612260.jpg,4.9982,4.0817,3.1714
8305620668.jpg,3.3597,3.848,2.1538
8305669061.jpg,4.5582,4.2542,3.6765
8306155022.jpg,4.0284,4.634,4.0
8306749332.jpg,3.4482,4.3868,3.6822
8306770184.jpg,3.8064,4.5394,3.4343
8307817608.jpg,3.947,3.6426,2.1981
8308200442.jpg,4.437,4.102,3.4857
8308350290.jpg,4.1336,4.2401,3.4135
8308811931.jpg,4.2081,3.8908,2.6698
8309215514.jpg,4.5044,4.4209,1.8911
8310254529.jpg,4.6532,4.556,3.7064
8310618188.jpg,4.8147,4.2111,3.1852
8310619532.jpg,3.0986,3.886,3.1863
8311563943.jpg,4.2268,4.2751,3.5963
8314358374.jpg,4.2524,4.1233,2.8824
8314966745.jpg,4.1036,3.1025,2.1287
8316898244.jpg,3.8655,3.7106,3.5818
8317893385.jpg,4.6058,4.5177,3.7963
8318268016.jpg,3.9873,4.0011,3.463
8319445883.jpg,4.7775,4.5517,3.6455
8320017511.jpg,4.495,4.3316,3.8774
8320098796.jpg,4.7765,4.5449,3.0092
8320423007.jpg,3.82,4.1529,2.3684
8320489600.jpg,4.2128,4.7329,3.2348
8320909145.jpg,4.2694,4.4944,3.2647
8321029602.jpg,4.3283,4.1992,3.2212
8321126258.jpg,3.1343,3.9831,3.0442
8321155777.jpg,3.93,4.1181,3.0094
8321480608.jpg,1.5085,3.9382,2.8783
8321682395.jpg,4.3999,4.3527,3.2929
8321981131.jpg,4.4456,4.3477,3.2019
8322388606.jpg,4.2463,3.9152,3.0625
8322413607.jpg,3.7971,4.134,3.7232
8322643928.jpg,3.6907,4.0323,2.1165
8322994549.jpg,4.5517,4.105,3.0594
8323120996.jpg,1.8826,3.8304,3.4667
8325420861.jpg,4.0186,4.0853,3.4352
8325732255.jpg,3.3499,4.5463,3.6321
8329144701.jpg,2.2014,4.1916,3.1188
8329938246.jpg,4.473,3.9199,3.5
8329958275.jpg,3.0035,3.9825,3.8774
8329986781.jpg,4.5336,3.9879,3.375
8330723470.jpg,4.7423,4.2987,3.6389
8330807035.jpg,3.6697,3.735,2.3364
8331586612.jpg,4.4617,4.2505,3.3761
8331607175.jpg,3.9342,4.4682,3.6545
8331758509.jpg,4.2696,4.6329,3.4305
8332215391.jpg,4.2676,4.1486,3.7184
8333161105.jpg,4.5097,3.7288,3.6286
8333619480.jpg,3.4332,3.9522,2.9231
8333683532.jpg,4.199,4.1233,3.6075
8333814090.jpg,3.8385,3.9633,2.7885
8333982072.jpg,4.2041,3.8442,2.8519
8334203333.jpg,3.736,4.1417,2.7679
8334314471.jpg,4.5147,3.7174,3.0297
8336846212.jpg,3.3662,3.4702,3.4393
8337813363.jpg,3.4692,3.8426,3.6126
8338842182.jpg,4.7487,4.2249,3.4128
8339157161.jpg,4.6319,4.3171,3.4423
8339210713.jpg,4.6125,3.7621,3.4273
8339615907.jpg,3.8081,4.1018,2.5769
8341991106.jpg,3.9314,4.3305,3.819
8342894979.jpg,4.3847,3.9083,2.783
8343118972.jpg,3.6638,4.2139,3.8571
8343579007.jpg,4.8373,4.1474,3.2897
8345197886.jpg,4.2794,4.1726,3.3238
8345496530.jpg,3.3754,4.332,3.7547
8346047313.jpg,4.6814,4.4762,3.5225
8346245093.jpg,4.1953,4.3893,2.7767
8346970641.jpg,3.5409,4.3058,2.9184
8347284037.jpg,4.0505,4.5824,3.2035
8348001072.jpg,4.7105,4.5326,3.1942
8348113359.jpg,3.6194,3.8569,1.9029
8349327834.jpg,2.7812,3.9242,2.7218
8350531104.jpg,4.5623,4.4914,3.4762
8350532456.jpg,3.9147,4.5462,3.5727
8350811947.jpg,2.9409,4.6284,3.9009
8351013561.jpg,3.4817,3.981,2.9364
8351568109.jpg,3.9217,3.4614,3.2308
8351745980.jpg,4.1764,3.9401,3.1649
8351819316.jpg,3.8558,4.733,3.5577
8351907965.jpg,4.2485,4.2159,3.7172
8352296647.jpg,3.0087,4.1293,1.4579
8352587213.jpg,4.624,3.9094,3.2617
8352959449.jpg,3.9463,3.9828,3.1589
8353048335.jpg,4.1322,4.1459,3.3084
8353276755.jpg,4.7218,4.5059,3.5701
8353492181.jpg,4.0747,4.5004,2.1193
8353646596.jpg,4.5366,4.8689,3.4519
8354332729.jpg,4.09,4.1318,2.9151
8354479425.jpg,4.4649,4.5936,2.7624
8354529751.jpg,4.4219,4.3256,3.6214
8354584594.jpg,3.5438,4.5647,3.3611
8354855845.jpg,3.4779,3.9214,3.549
8356375190.jpg,4.1552,4.6914,3.7661
8356442304.jpg,4.6088,4.5259,3.4216
8357037213.jpg,4.0269,4.1993,3.598
8357323256.jpg,4.2467,3.7595,3.3364
8357910475.jpg,4.9646,4.4604,3.7664
8357913829.jpg,4.1733,4.0763,2.5229
8358094625.jpg,4.1303,4.2938,3.8365
8358374077.jpg,2.8906,3.7016,3.4804
8358381896.jpg,4.6584,4.492,3.1584
8358982372.jpg,4.8682,3.9031,3.4815
8360589310.jpg,4.3063,4.1476,3.4057
8360975985.jpg,2.8379,4.0323,2.4404
8362126677.jpg,3.6963,4.494,3.3832
8362183655.jpg,3.8982,4.2083,3.5098
8362338513.jpg,3.4096,3.5751,2.7857
8362730833.jpg,4.5763,4.0748,3.3506
8364603294.jpg,4.0809,3.7594,3.9252
8365545870.jpg,4.0696,4.4911,3.6129
8373140830.jpg,4.1606,4.6264,3.2844
8373449722.jpg,4.2799,4.0345,3.2523
8373530988.jpg,4.2539,4.1932,1.8857
8374149596.jpg,3.3533,4.3589,1.9604
8374735482.jpg,4.5364,4.2969,3.4175
8375094776.jpg,3.0999,4.246,3.625
8375633718.jpg,3.8343,4.251,2.7266
8375881781.jpg,4.8423,4.3406,3.0459
8376951271.jpg,4.4248,4.093,3.7387
8377051997.jpg,4.3561,3.8619,2.7019
8377086521.jpg,4.4416,3.8661,3.5577
8377336301.jpg,4.6916,4.395,3.5962
8377341554.jpg,3.8469,4.0778,3.7573
8377908446.jpg,4.5045,4.8401,3.7453
8379165496.jpg,4.2743,3.8626,2.9619
8379707865.jpg,2.9971,4.0266,3.6389
8380369304.jpg,3.5571,4.1771,2.4
8380814455.jpg,3.451,4.5834,2.9623
8381849363.jpg,4.3261,4.2269,3.633
8385356062.jpg,3.986,3.7031,3.3824
8385499383.jpg,4.0408,4.3584,3.4857
8385552455.jpg,3.1575,3.8519,3.8911
8386378049.jpg,4.3123,4.113,3.4078
8387369354.jpg,4.2607,3.3913,3.8318
8387487827.jpg,4.6045,4.7455,3.3947
8388736592.jpg,4.0139,3.8226,2.8611
8390342452.jpg,3.5005,4.2988,3.0303
8390448317.jpg,3.5844,4.7235,3.4902
8391472456.jpg,4.2763,4.1913,3.4954
8391500206.jpg,4.0368,4.0671,2.7019
8391854291.jpg,4.0776,4.2688,2.819
8392513010.jpg,4.9039,4.0312,1.75
8393106944.jpg,3.9915,4.3986,1.8218
8395711832.jpg,3.2457,4.0676,2.4775
8395743743.jpg,4.4048,4.6304,3.6944
8396870268.jpg,3.9336,4.219,2.8468
8397014400.jpg,4.4178,3.6041,3.0096
8397266843.jpg,4.2929,4.0828,3.5657
8397860756.jpg,4.0337,4.1905,3.055
8397958686.jpg,4.7091,4.3084,3.2574
8398198583.jpg,4.9996,4.3366,3.9151
8398239689.jpg,4.4354,4.6255,3.0841
8398319915.jpg,4.274,4.1597,3.5636
8398445064.jpg,4.6198,4.0982,3.3204
8398548523.jpg,3.6972,4.5522,3.1667
8399489944.jpg,4.0393,4.4556,3.2321
8399629946.jpg,4.632,4.3878,3.4037
8399674675.jpg,4.3004,3.6991,3.4231
8400156034.jpg,3.662,3.6327,3.1574
8400557154.jpg,3.713,4.1401,3.2667
8400786727.jpg,4.5031,3.8908,3.7745
8401142586.jpg,4.3976,3.9481,3.3619
8401260771.jpg,4.3226,3.7285,3.1373
84018414.jpg,4.5117,3.9974,3.3627
8402267016.jpg,4.6128,4.2083,2.9143
8402295544.jpg,3.3779,4.2135,3.2079
8403125101.jpg,4.8688,4.0103,3.4667
8403312891.jpg,4.1813,3.9595,2.6731
8403342715.jpg,3.8283,4.3219,2.7941
8404905802.jpg,4.8012,4.5919,2.7909
8405074808.jpg,4.8003,4.6066,3.4037
8405979865.jpg,4.338,3.6331,2.875
8406395791.jpg,4.6175,4.0873,3.5185
8406491085.jpg,4.2595,4.526,3.6415
8407650196.jpg,3.9455,4.4709,3.1655
8407751062.jpg,4.8803,3.6342,3.0485
8410633059.jpg,4.0909,2.8257,3.3689
8410894233.jpg,4.5107,4.5397,2.7333
8412287695.jpg,4.5917,4.3715,3.5098
8412460969.jpg,4.4855,4.1636,2.3945
8413383096.jpg,3.9021,3.7049,2.6633
8416061748.jpg,4.8637,4.4209,3.5981
8417110649.jpg,4.661,4.5222,2.7692
8417199212.jpg,3.349,4.098,3.4381
8417650354.jpg,4.6684,4.5222,3.5047
8417733554.jpg,4.6203,3.9178,3.5096
8418843841.jpg,3.5976,4.3368,3.2121
8418966442.jpg,3.1073,3.9281,2.7075
8419228451.jpg,2.759,3.8124,3.7019
8419805674.jpg,3.7803,4.5468,3.9346
8420816712.jpg,4.0631,4.177,2.5965
8421578109.jpg,4.2581,4.1497,3.2411
8421980802.jpg,4.5845,4.7492,3.5364
8423036726.jpg,4.6384,3.9469,3.6698
8423951722.jpg,4.3994,4.486,3.2621
8425720386.jpg,4.2434,4.3424,2.9894
8427357000.jpg,4.3806,4.4954,3.7182
8427536839.jpg,4.4657,3.5472,3.3958
8427827661.jpg,4.0111,4.3632,3.0755
8428610140.jpg,3.7641,3.8239,3.4712
8428991513.jpg,4.2836,4.2898,2.1792
8429194888.jpg,3.8869,4.2538,3.156
8429377035.jpg,4.0792,3.0819,3.0192
8430005179.jpg,3.6244,3.9764,3.6566
8430044905.jpg,4.5009,4.1554,3.0
8430084372.jpg,4.5207,4.4827,2.82
8430377800.jpg,4.448,3.9474,2.9706
8430770537.jpg,1.8883,4.0765,3.7714
8431773301.jpg,4.7407,4.3684,3.4455
8431868669.jpg,2.5408,3.9562,3.5093
8432266484.jpg,4.1402,3.8172,2.213
8433107122.jpg,3.6605,4.6078,3.6058
8433138741.jpg,4.2977,4.3382,3.6916
8434015762.jpg,2.8239,4.1162,2.8224
8434381156.jpg,3.6719,4.1151,2.227
8434827647.jpg,4.97,4.8048,3.8426
8435700290.jpg,4.2554,4.2041,3.6262
8435902776.jpg,1.8557,4.4826,3.5152
8436817796.jpg,4.4033,4.2673,3.62
8436929518.jpg,4.4675,4.0381,2.8302
8437453575.jpg,3.2717,4.4346,2.6701
8437525605.jpg,3.6892,4.3668,3.1905
8437609150.jpg,3.6016,3.8278,3.9135
8438194819.jpg,4.2464,4.5791,3.8081
8438205347.jpg,4.4505,4.4137,3.5192
8438601990.jpg,3.8322,4.057,3.3774
8438721601.jpg,4.8431,4.6369,3.8991
8438943296.jpg,4.3047,4.3106,3.0762
8439178228.jpg,4.0035,4.1883,2.7524
8439638054.jpg,3.9389,4.668,3.4486
8439881076.jpg,3.5415,4.0117,3.243
8441623412.jpg,4.3509,4.3461,3.6552
8442013836.jpg,4.5473,4.0965,2.7252
8442383096.jpg,4.393,4.0233,2.6733
8442848364.jpg,3.8296,4.4551,3.6182
8442858810.jpg,3.6661,3.8213,2.9712
8443583255.jpg,4.4704,4.6488,3.7522
8443782912.jpg,4.2942,4.2556,3.3868
8444194286.jpg,3.9582,3.8811,2.9703
8444203927.jpg,4.2439,4.2715,3.3519
8444344132.jpg,3.521,4.121,2.802
8444615248.jpg,4.4219,3.9532,3.5455
8445666777.jpg,4.6243,4.4965,3.7027
8446141044.jpg,4.7068,4.1165,3.4
8447352918.jpg,3.7515,3.9642,2.6408
8448710097.jpg,3.9594,4.0064,3.18
8449030791.jpg,4.5026,4.3782,3.3208
8449623916.jpg,3.6737,4.1955,3.6538
8450680026.jpg,4.8664,4.5748,3.3925
8450836581.jpg,4.6427,4.0247,3.6168
8450870263.jpg,3.0445,4.2097,3.1327
8451346661.jpg,3.7746,3.1896,3.8636
8451439208.jpg,4.3129,3.9307,3.5385
8451928629.jpg,4.206,4.7099,3.8545
8452429942.jpg,3.2503,4.1499,2.0
8452437121.jpg,4.5201,4.09,3.52
8452461056.jpg,4.8573,4.5622,3.8529
8452514438.jpg,3.9298,3.4313,2.4811
8452772155.jpg,4.7313,4.6445,3.5579
8454542185.jpg,3.9913,4.4696,3.5047
8454689689.jpg,4.3515,4.3835,3.5273
8454945247.jpg,4.5067,4.2731,2.8208
8455329161.jpg,4.8841,4.6644,3.8235
8456262039.jpg,2.2423,3.8724,2.8667
8456415044.jpg,4.8094,4.8215,3.8155
8456644085.jpg,4.4579,4.1267,3.1569
8457028188.jpg,4.2033,3.9557,3.8304
8458155212.jpg,4.34,4.1554,3.5472
8458755761.jpg,4.3902,4.4993,3.5143
8459688085.jpg,3.0498,4.3855,2.8286
8459996431.jpg,4.8579,4.7106,3.4706
8460154333.jpg,3.1678,3.9922,2.6961
8460289501.jpg,4.0243,4.799,3.3168
8460376605.jpg,4.086,4.4613,3.835
8460764072.jpg,3.5936,4.1649,2.4752
8461148661.jpg,4.1356,4.1504,2.7172
8461542458.jpg,3.5076,4.4232,2.5354
8463119506.jpg,2.5409,4.0267,3.8131
8463181410.jpg,4.0765,3.8965,2.729
8463190672.jpg,4.8617,4.0334,3.4299
8463285530.jpg,4.0525,3.9247,2.76
8464327703.jpg,4.1533,4.247,3.4818
8464428247.jpg,3.7348,3.8139,1.8235
8465039467.jpg,3.2644,4.0652,2.8119
8465276999.jpg,4.6154,3.9156,3.5909
8465545790.jpg,3.1609,4.4159,3.2202
8465866576.jpg,3.9311,4.2931,3.7019
8466537488.jpg,4.0771,3.4497,3.6634
8466719811.jpg,4.1538,4.6724,3.5676
8467715346.jpg,3.9365,4.1981,3.4234
8467804997.jpg,4.3231,3.6787,3.25
8468013032.jpg,4.0309,4.1734,3.0777
8468299060.jpg,4.0209,3.9643,3.1881
8468581524.jpg,4.8286,3.9017,3.2727
8468743988.jpg,4.4557,3.6888,3.7476
8469388516.jpg,4.0986,4.2343,3.1553
8471068172.jpg,4.4017,3.7643,3.2743
8471534118.jpg,4.8802,4.5432,3.1415
8471619926.jpg,4.9605,4.3481,2.8426
8472852630.jpg,4.3142,4.7975,3.5905
8472898292.jpg,4.1679,4.4491,2.1316
8473031499.jpg,4.6994,3.8962,3.2079
8473167636.jpg,3.1384,4.1753,3.4352
8473442365.jpg,4.0839,4.6261,3.7387
8473611231.jpg,3.3471,3.842,1.5098
8473751363.jpg,4.384,4.4829,3.5686
8474310923.jpg,3.8602,3.9209,3.3333
8474312023.jpg,3.9055,3.5004,3.5413
8474594407.jpg,4.8027,4.6267,3.3168
8475086246.jpg,4.9197,4.1769,3.4906
8477555984.jpg,3.4016,4.3312,3.3182
8481080192.jpg,4.6353,4.5479,3.3905
8481265200.jpg,4.5241,4.0579,3.6571
8481450412.jpg,3.4362,3.578,2.4141
8481724236.jpg,2.9066,3.993,2.4955
8482992711.jpg,4.4815,4.093,3.0364
8484679828.jpg,4.8835,4.7449,3.6636
8484786490.jpg,4.4478,4.8099,3.3553
8485122834.jpg,4.4997,4.5457,3.6198
8485295618.jpg,3.9747,4.3323,2.8952
8485747318.jpg,4.5467,4.3647,3.5784
8486309874.jpg,4.7176,4.76,3.6518
8486814802.jpg,4.1534,3.9857,3.699
8486846186.jpg,4.4068,4.3345,3.6832
8486986414.jpg,3.8772,4.4068,3.2403
8488083858.jpg,4.2241,4.0126,3.5748
8488084256.jpg,4.5665,3.9841,3.4628
8488319324.jpg,2.9677,4.2824,3.9182
8488394767.jpg,3.8315,4.2526,3.4762
8488826556.jpg,4.4761,4.6731,3.619
8489199003.jpg,2.9294,4.3651,3.8269
8489243270.jpg,4.4624,4.0423,3.102
8491632656.jpg,4.5559,3.805,2.3267
8492640738.jpg,4.7219,4.6308,3.0
8492768208.jpg,4.518,4.7484,3.5962
8493065081.jpg,4.5528,4.5047,3.7647
8494026131.jpg,4.2363,4.0789,2.4766
8494992418.jpg,3.7138,3.9996,3.4762
8496798280.jpg,4.2511,4.4731,3.5048
8497413134.jpg,3.4684,4.3656,3.4906
8497829320.jpg,4.4453,4.494,3.32
8498158756.jpg,2.2546,4.4449,3.9619
8498176247.jpg,3.2116,3.935,3.0945
8498192267.jpg,3.1846,4.3991,2.4245
8499771607.jpg,3.4169,4.4062,3.4167
8501012764.jpg,3.1253,3.6448,2.9135
8501628435.jpg,2.6798,4.4237,3.4141
8501698385.jpg,4.0323,4.3121,3.5273
8501713418.jpg,4.7896,4.7771,3.9519
8502191647.jpg,4.4653,3.654,3.4904
8502941912.jpg,4.3619,4.2024,3.01
8503429334.jpg,4.7156,4.6256,3.6731
8503728878.jpg,3.424,4.1324,2.419
8503871115.jpg,4.6788,4.8522,3.2925
8503982189.jpg,4.2781,4.4533,3.8131
8504046996.jpg,3.7386,4.0379,2.6636
8504332753.jpg,4.1085,3.9893,2.7103
8504503946.jpg,4.3125,3.9938,3.4554
8505294712.jpg,3.8208,3.9464,3.5421
8506109338.jpg,2.9885,4.2684,3.1028
8506145736.jpg,4.4086,3.8788,2.2617
8506515372.jpg,4.5335,4.3711,3.5446
8506941154.jpg,4.406,4.32,3.1619
8507000235.jpg,2.9006,3.7583,1.6952
8507554609.jpg,3.8809,3.9133,3.2358
8509120510.jpg,3.4171,4.1119,3.2266
8509241021.jpg,3.4129,4.09,2.2
8510093470.jpg,2.7146,4.904,3.6389
8510431014.jpg,4.3207,3.7043,3.0857
8511131771.jpg,3.9664,4.0717,2.7358
8511620322.jpg,4.4236,4.61,3.037
8511720535.jpg,2.5624,4.226,3.2913
85119046.jpg,4.0228,4.0006,2.3333
8514709398.jpg,4.4105,4.0413,2.5714
8515006370.jpg,3.5615,4.1225,3.0268
8515263910.jpg,4.0747,3.9819,3.0857
8515582085.jpg,4.2636,4.1158,3.4495
8515635261.jpg,3.0384,4.4889,3.9352
8516080909.jpg,4.1968,4.1029,3.4811
8517283347.jpg,4.3521,3.997,3.4667
8517575081.jpg,3.8149,4.2622,3.8241
8517833832.jpg,1.8292,4.2283,2.2843
8518560636.jpg,4.4891,3.7766,3.0917
8518610606.jpg,4.5301,4.3852,3.0566
8519367340.jpg,4.4441,3.924,3.3585
8520265759.jpg,3.3707,4.0041,2.9223
8520990466.jpg,1.0782,3.0651,3.1038
8521866643.jpg,4.6521,4.4459,3.9327
8522041587.jpg,4.2453,4.1567,3.1714
8522094125.jpg,4.5693,4.082,3.3627
8522481331.jpg,4.134,4.2595,2.6602
8522515607.jpg,4.6468,4.3109,2.8462
8522546794.jpg,2.4108,4.2062,2.1058
8523298395.jpg,3.8063,4.0533,3.3725
8523540447.jpg,4.8645,4.598,3.5294
8523976721.jpg,4.7842,4.6634,3.422
85240920.jpg,3.5128,4.1871,2.6634
8524995451.jpg,3.6528,4.4541,2.9223
8525376754.jpg,4.4084,4.1873,2.7868
8527988312.jpg,4.4109,3.8163,3.783
8528201518.jpg,3.9518,4.7715,3.8224
8528934790.jpg,3.4912,3.8395,3.6075
8529310556.jpg,3.9806,4.565,3.5146
8529310804.jpg,4.1279,4.3166,3.5048
8529412192.jpg,3.7068,3.6104,2.9
8529490962.jpg,3.9868,3.1236,3.1714
8529541053.jpg,3.923,3.2594,3.0849
8529705971.jpg,4.2184,4.6387,3.7476
8530273249.jpg,4.2673,3.7362,3.1287
8530355188.jpg,4.4843,4.2161,2.3673
8530869068.jpg,3.8795,4.292,3.4
8531633123.jpg,4.3561,4.2785,3.9439
8532549490.jpg,4.933,4.5182,3.5676
8533373653.jpg,4.0941,4.4536,3.25
8533805271.jpg,2.9526,3.8585,3.1635
8534896880.jpg,4.1743,4.2363,3.6286
8535035859.jpg,3.7613,4.0075,2.7905
8535232822.jpg,4.7991,4.4154,3.5825
8537113381.jpg,4.9016,4.0034,2.6822
8539118741.jpg,3.3977,4.2657,3.0561
8539488665.jpg,3.9763,4.2099,3.4059
8539498079.jpg,4.4116,4.6926,3.1373
8539554428.jpg,4.5352,3.8878,3.5926
8539670364.jpg,3.9622,3.994,3.1869
8540532034.jpg,3.8137,3.9489,2.9216
8541006859.jpg,4.894,3.935,3.3235
8544556866.jpg,4.6536,4.2655,3.4037
8545722241.jpg,4.8218,4.0242,2.963
8545905705.jpg,3.6698,3.9989,2.1273
8546237134.jpg,4.5553,4.4991,2.8762
8546536299.jpg,4.4503,3.8799,3.6574
8546547724.jpg,4.1892,4.7314,3.9541
8546838188.jpg,4.2762,4.2413,2.7453
8549362115.jpg,4.3286,4.4211,3.2336
8549600155.jpg,3.5816,4.079,3.6857
8550306054.jpg,3.8372,4.17,2.84
